parent class,rdfs:label,IRI
Observable entity (observable entity),Hemoglobin C E O A>2< region electrophoresis pattern (observable entity),http://snomed.info/id/116720009
Observable entity (observable entity),Strengths and difficulties questionnaire score (observable entity),http://snomed.info/id/450317009
Observable entity (observable entity),"Carcinoma of minor salivary gland, histologic type (observable entity)",http://snomed.info/id/399604000
Observable entity (observable entity),Beck Anxiety Inventory score (observable entity),http://snomed.info/id/716879008
Observable entity (observable entity),"Enzyme stability, function (observable entity)",http://snomed.info/id/53833003
Observable entity (observable entity),Date of diagnosis (observable entity),http://snomed.info/id/432213005
Observable entity (observable entity),Blood product source (observable entity),http://snomed.info/id/116764001
Observable entity (observable entity),Specimen collection date (observable entity),http://snomed.info/id/399445004
Observable entity (observable entity),Norris Amyotrophic Lateral Sclerosis Scale score (observable entity),http://snomed.info/id/770614002
Observable entity (observable entity),Bearing down (observable entity),http://snomed.info/id/258134007
Observable entity (observable entity),Mortality prediction model score (observable entity),http://snomed.info/id/278303002
Observable entity (observable entity),Abuse recovery status (observable entity),http://snomed.info/id/405198001
Observable entity (observable entity),Respiratory function interpretation (observable entity),http://snomed.info/id/271923004
Observable entity (observable entity),Consistency of specimen (observable entity),http://snomed.info/id/115598002
Observable entity (observable entity),Generic tumor extent (observable entity),http://snomed.info/id/258263003
Observable entity (observable entity),Draw a person test score (observable entity),http://snomed.info/id/446520003
Observable entity (observable entity),"Weaning, function (observable entity)",http://snomed.info/id/37328000
Observable entity (observable entity),Crystal birefringence (observable entity),http://snomed.info/id/250532000
Observable entity (observable entity),Belief pattern (observable entity),http://snomed.info/id/406197004
Observable entity (observable entity),Skin function (observable entity),http://snomed.info/id/64501009
Observable entity (observable entity),Thirty second chair stand test score (observable entity),http://snomed.info/id/450738001
Observable entity (observable entity),"Non-rapid eye movement sleep, function (observable entity)",http://snomed.info/id/60984000
Observable entity (observable entity),"Fertilization, function (observable entity)",http://snomed.info/id/55767001
Observable entity (observable entity),"Erythrocyte aging, function (observable entity)",http://snomed.info/id/87113005
Observable entity (observable entity),General physical observable (observable entity),http://snomed.info/id/363818006
Observable entity (observable entity),Tumor nodule site (observable entity),http://snomed.info/id/406084004
Observable entity (observable entity),Date of return from travel (observable entity),http://snomed.info/id/161097008
Observable entity (observable entity),Musculoskeletal measure (observable entity),http://snomed.info/id/364580005
Observable entity (observable entity),Odor of specimen (observable entity),http://snomed.info/id/250434002
Observable entity (observable entity),Mode of transmission (observable entity),http://snomed.info/id/409496000
Observable entity (observable entity),Motility (observable entity),http://snomed.info/id/398598008
Observable entity (observable entity),Time from onset of pain to call for help (observable entity),http://snomed.info/id/448878007
Observable entity (observable entity),Gas pipeline pressure (observable entity),http://snomed.info/id/250879007
Observable entity (observable entity),Target mid upper arm circumference z-score (observable entity),http://snomed.info/id/870604007
Observable entity (observable entity),Relationship of consenting agent to patient (observable entity),http://snomed.info/id/397995003
Observable entity (observable entity),Barthel Index of Activities of Daily Living score (observable entity),http://snomed.info/id/725594005
Observable entity (observable entity),Passport number (observable entity),http://snomed.info/id/1601000122107
Observable entity (observable entity),Religiousness (observable entity),http://snomed.info/id/105575000
